Description,Date,ScanNo,DM4 Path,H5 Path,Streaming,DM4 DateTime,HDF5 DateTime,Duration (s)
Ambarneil Streaming 2,2023.11.02,5275,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5275.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1027_04516_05275.h5,True,2023-11-02T17:25:47.508015+00:00,2023-11-02T17:28:04.347890+00:00,136.839875
Ambarneil Streaming 2,2023.11.02,5276,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5276.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1030_04517_05276.h5,True,2023-11-02T17:28:52.947839+00:00,2023-11-02T17:30:56.098544+00:00,123.150705
Ambarneil Streaming 2,2023.11.02,5277,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5277.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1035_04518_05277.h5,True,2023-11-02T17:33:35.692562+00:00,2023-11-02T17:35:42.732466+00:00,127.039904
Ambarneil Streaming 2,2023.11.02,5278,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5278.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1039_04519_05278.h5,True,2023-11-02T17:37:11.185436+00:00,2023-11-02T17:39:26.097099+00:00,134.911663
Ambarneil Streaming 2,2023.11.02,5279,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5279.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1044_04520_05279.h5,True,2023-11-02T17:42:18.210022+00:00,2023-11-02T17:44:26.976185+00:00,128.766163
Ambarneil Streaming 2,2023.11.02,5280,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5280.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1047_04521_05280.h5,True,2023-11-02T17:45:43.954705+00:00,2023-11-02T17:47:55.930015+00:00,131.97531
Ambarneil Streaming 2,2023.11.02,5281,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5281.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1053_04522_05281.h5,True,2023-11-02T17:51:16.189189+00:00,2023-11-02T17:53:24.741132+00:00,128.551943
Ambarneil Streaming 2,2023.11.02,5282,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5282.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1057_04523_05282.h5,True,2023-11-02T17:55:18.241420+00:00,2023-11-02T17:57:39.394282+00:00,141.152862
Ambarneil Streaming 2,2023.11.02,5283,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5283.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1100_04524_05283.h5,True,2023-11-02T17:58:16.440289+00:00,2023-11-02T18:00:27.093547+00:00,130.653258
Ambarneil Streaming 2,2023.11.02,5284,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5284.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1103_04525_05284.h5,True,2023-11-02T18:01:47.754012+00:00,2023-11-02T18:03:50.564796+00:00,122.810784
Ambarneil Streaming 2,2023.11.02,5285,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5285.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1111_04526_05285.h5,True,2023-11-02T18:09:37.177366+00:00,2023-11-02T18:11:48.908630+00:00,131.731264
Ambarneil Streaming 2,2023.11.02,5286,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5286.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1115_04527_05286.h5,True,2023-11-02T18:13:30.927204+00:00,2023-11-02T18:15:41.448164+00:00,130.52096
Ambarneil Streaming 2,2023.11.02,5287,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5287.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1118_04528_05287.h5,True,2023-11-02T18:17:04.278140+00:00,2023-11-02T18:19:15.270911+00:00,130.992771
Ambarneil Streaming 2,2023.11.02,5288,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5288.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1125_04529_05288.h5,True,2023-11-02T18:23:05.776154+00:00,2023-11-02T18:25:29.718834+00:00,143.94268
Ambarneil Streaming 2,2023.11.02,5289,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5289.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1129_04530_05289.h5,True,2023-11-02T18:27:47.381436+00:00,2023-11-02T18:30:14.138477+00:00,146.757041
Ambarneil Streaming 2,2023.11.02,5290,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5290.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1159_04531_05290.h5,True,2023-11-02T18:59:50.124683+00:00,2023-11-02T18:59:57.979220+00:00,7.854537
Ambarneil Streaming 2,2023.11.02,5291,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5291.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1202_04532_05291.h5,True,2023-11-02T19:02:28.675936+00:00,2023-11-02T19:02:31.791036+00:00,3.1151
Ambarneil Streaming 2,2023.11.02,5292,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5292.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1205_04533_05292.h5,True,2023-11-02T19:03:40.521008+00:00,2023-11-02T19:05:41.074553+00:00,120.553545
Ambarneil Streaming 2,2023.11.02,5293,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5293.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1211_04534_05293.h5,True,2023-11-02T19:09:42.743764+00:00,2023-11-02T19:11:48.620916+00:00,125.877152
Ambarneil Streaming 2,2023.11.02,5295,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5295.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1228_04536_05295.h5,True,2023-11-02T19:26:47.974799+00:00,2023-11-02T19:28:59.524088+00:00,131.549289
Ambarneil Streaming 2,2023.11.02,5296,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5296.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1233_04537_05296.h5,True,2023-11-02T19:31:24.997585+00:00,2023-11-02T19:33:47.794627+00:00,142.797042
Ambarneil Streaming 2,2023.11.02,5297,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5297.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1238_04538_05297.h5,True,2023-11-02T19:36:35.207969+00:00,2023-11-02T19:38:47.587961+00:00,132.379992
Ambarneil Streaming 2,2023.11.02,5298,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5298.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1245_04539_05298.h5,True,2023-11-02T19:43:43.654278+00:00,2023-11-02T19:45:51.843283+00:00,128.189005
Ambarneil Streaming 2,2023.11.02,5299,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5299.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1256_04540_05299.h5,True,2023-11-02T19:54:49.344123+00:00,2023-11-02T19:56:57.156486+00:00,127.812363
Ambarneil Streaming 2,2023.11.02,5300,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5300.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1302_04541_05300.h5,True,2023-11-02T20:00:30.651280+00:00,2023-11-02T20:02:35.372416+00:00,124.721136
Ambarneil Streaming 2,2023.11.02,5301,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5301.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1309_04542_05301.h5,True,2023-11-02T20:07:20.306859+00:00,2023-11-02T20:09:36.333606+00:00,136.026747
Ambarneil Streaming 2,2023.11.02,5302,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5302.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1315_04543_05302.h5,True,2023-11-02T20:13:51.346873+00:00,2023-11-02T20:15:54.950192+00:00,123.603319
Ambarneil Streaming 2,2023.11.02,5303,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5303.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1319_04544_05303.h5,True,2023-11-02T20:17:27.395865+00:00,2023-11-02T20:19:43.174697+00:00,135.778832
Ambarneil Streaming 2,2023.11.02,5304,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5304.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1323_04545_05304.h5,True,2023-11-02T20:21:12.705797+00:00,2023-11-02T20:23:26.109997+00:00,133.4042
Ambarneil Streaming 2,2023.11.02,5306,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5306.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1339_04547_05306.h5,True,2023-11-02T20:37:24.175902+00:00,2023-11-02T20:39:39.299377+00:00,135.123475
Ambarneil Streaming 2,2023.11.02,5307,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5307.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1343_04548_05307.h5,True,2023-11-02T20:42:01.187606+00:00,2023-11-02T20:44:11.469973+00:00,130.282367
Ambarneil Streaming 2,2023.11.02,5308,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5308.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1346_04549_05308.h5,True,2023-11-02T20:44:54.637886+00:00,2023-11-02T20:47:19.207404+00:00,144.569518
Ambarneil Streaming 2,2023.11.02,5309,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5309.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1355_04550_05309.h5,True,2023-11-02T20:53:09.121872+00:00,2023-11-02T20:55:36.105879+00:00,146.984007
Ambarneil Streaming 2,2023.11.02,5310,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5310.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1400_04551_05310.h5,True,2023-11-02T20:58:21.088433+00:00,2023-11-02T21:00:45.556924+00:00,144.468491
Ambarneil Streaming 2,2023.11.02,5311,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5311.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1423_04552_05311.h5,True,2023-11-02T21:21:25.711327+00:00,2023-11-02T21:23:35.263840+00:00,129.552513
Ambarneil Streaming 2,2023.11.02,5312,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5312.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1431_04553_05312.h5,True,2023-11-02T21:29:47.519440+00:00,2023-11-02T21:32:00.974218+00:00,133.454778
Ambarneil Streaming 2,2023.11.02,5313,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5313.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1437_04554_05313.h5,True,2023-11-02T21:35:45.874905+00:00,2023-11-02T21:37:53.274142+00:00,127.399237
Ambarneil Streaming 2,2023.11.02,5314,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5314.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1447_04555_05314.h5,True,2023-11-02T21:46:01.667157+00:00,2023-11-02T21:48:19.380201+00:00,137.713044
Ambarneil Streaming 2,2023.11.02,5315,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5315.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1451_04556_05315.h5,True,2023-11-02T21:49:43.530414+00:00,2023-11-02T21:51:53.344726+00:00,129.814312
Ambarneil Streaming 2,2023.11.02,5316,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5316.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1458_04557_05316.h5,True,2023-11-02T21:56:29.383890+00:00,2023-11-02T21:58:45.661309+00:00,136.277419
Ambarneil Streaming 2,2023.11.02,5317,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5317.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1502_04558_05317.h5,True,2023-11-02T22:00:45.481292+00:00,2023-11-02T22:03:00.599087+00:00,135.117795
Ambarneil Streaming 2,2023.11.02,5318,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5318.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1509_04559_05318.h5,True,2023-11-02T22:07:17.325728+00:00,2023-11-02T22:09:32.052467+00:00,134.726739
Ambarneil Streaming 2,2023.11.02,5319,/global/cfs/cdirs/ncemhub/still/dm4/2023.11.02/scan5319.dm4,/global/cfs/cdirs/ncemhub/still/counted/2023.11.02/FOURD_231102_1514_04560_05319.h5,True,2023-11-02T22:12:09.807769+00:00,2023-11-02T22:14:25.371913+00:00,135.564144
Aviram FT 1,2023.10.11,1959,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1959.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1959_id12696_electrons.h5,False,2023-10-11T17:38:10.679056+00:00,2023-10-11T17:44:52.074533+00:00,401.395477
Aviram FT 1,2023.10.11,1960,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1960.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1960_id12697_electrons.h5,False,2023-10-11T18:03:08.083616+00:00,2023-10-11T18:10:28.669183+00:00,440.585567
Aviram FT 1,2023.10.11,1961,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1961.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1961_id12698_electrons.h5,False,2023-10-11T18:07:41.515425+00:00,2023-10-11T18:17:41.913532+00:00,600.398107
Aviram FT 1,2023.10.11,1962,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1962.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1962_id12699_electrons.h5,False,2023-10-11T18:14:32.451755+00:00,2023-10-11T18:23:52.943678+00:00,560.491923
Aviram FT 1,2023.10.11,1963,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1963.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1963_id12700_electrons.h5,False,2023-10-11T18:18:41.783110+00:00,2023-10-11T18:34:46.817072+00:00,965.033962
Aviram FT 1,2023.10.11,1964,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1964.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1964_id12701_electrons.h5,False,2023-10-11T18:24:00.579078+00:00,2023-10-11T18:35:05.223357+00:00,664.644279
Aviram FT 1,2023.10.11,1965,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1965.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1965_id12702_electrons.h5,False,2023-10-11T18:30:55.351354+00:00,2023-10-11T18:43:48.860856+00:00,773.509502
Aviram FT 1,2023.10.11,1966,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1966.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1966_id12703_electrons.h5,False,2023-10-11T18:37:02.423508+00:00,2023-10-11T18:46:59.169384+00:00,596.745876
Aviram FT 1,2023.10.11,1967,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1967.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1967_id12704_electrons.h5,False,2023-10-11T18:43:08.387297+00:00,2023-10-11T18:56:26.953933+00:00,798.566636
Aviram FT 1,2023.10.11,1968,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1968.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1968_id12705_electrons.h5,False,2023-10-11T18:47:31.757131+00:00,2023-10-11T18:55:08.351464+00:00,456.594333
Aviram FT 1,2023.10.11,1969,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1969.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1969_id12706_electrons.h5,False,2023-10-11T18:54:45.833986+00:00,2023-10-11T19:09:52.515466+00:00,906.68148
Aviram FT 1,2023.10.11,1970,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1970.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1970_id12707_electrons.h5,False,2023-10-11T18:58:17.927095+00:00,2023-10-11T19:07:51.958271+00:00,574.031176
Aviram FT 1,2023.10.11,1971,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1971.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1971_id12708_electrons.h5,False,2023-10-11T19:04:31.530852+00:00,2023-10-11T19:14:40.210618+00:00,608.679766
Aviram FT 1,2023.10.11,1972,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1972.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1972_id12709_electrons.h5,False,2023-10-11T19:12:02.364685+00:00,2023-10-11T19:20:29.571896+00:00,507.207211
Aviram FT 1,2023.10.11,1973,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1973.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1973_id12710_electrons.h5,False,2023-10-11T19:16:14.237761+00:00,2023-10-11T19:25:00.051702+00:00,525.813941
Aviram FT 1,2023.10.11,1974,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1974.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1974_id12711_electrons.h5,False,2023-10-11T19:21:11.861189+00:00,2023-10-11T19:33:41.641015+00:00,749.779826
Aviram FT 1,2023.10.11,1975,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1975.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1975_id12712_electrons.h5,False,2023-10-11T19:25:41.478467+00:00,2023-10-11T19:34:56.235925+00:00,554.757458
Aviram FT 1,2023.10.11,1976,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1976.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1976_id12713_electrons.h5,False,2023-10-11T19:32:11.455702+00:00,2023-10-11T19:43:43.905618+00:00,692.449916
Aviram FT 1,2023.10.11,1977,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1977.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1977_id12714_electrons.h5,False,2023-10-11T19:41:38.556003+00:00,2023-10-11T19:49:19.204484+00:00,460.648481
Aviram FT 1,2023.10.11,1979,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1979.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1979_id12715_electrons.h5,False,2023-10-11T19:51:17.547416+00:00,2023-10-11T20:03:05.257518+00:00,707.710102
Aviram FT 1,2023.10.11,1980,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1980.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1980_id12716_electrons.h5,False,2023-10-11T19:54:41.236881+00:00,2023-10-11T20:03:23.941806+00:00,522.704925
Aviram FT 1,2023.10.11,1981,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1981.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1981_id12717_electrons.h5,False,2023-10-11T20:00:25.161884+00:00,2023-10-11T20:08:53.187930+00:00,508.026046
Aviram FT 1,2023.10.11,1982,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1982.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1982_id12718_electrons.h5,False,2023-10-11T20:04:58.141393+00:00,2023-10-11T20:14:05.948841+00:00,547.807448
Aviram FT 1,2023.10.11,1983,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1983.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1983_id12719_electrons.h5,False,2023-10-11T20:11:42.086704+00:00,2023-10-11T20:23:25.544522+00:00,703.457818
Aviram FT 1,2023.10.11,1984,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1984.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1984_id12720_electrons.h5,False,2023-10-11T20:15:15.439597+00:00,2023-10-11T20:24:59.179153+00:00,583.739556
Aviram FT 1,2023.10.11,1985,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1985.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1985_id12721_electrons.h5,False,2023-10-11T20:19:24.098700+00:00,2023-10-11T20:33:40.224448+00:00,856.125748
Aviram FT 1,2023.10.11,1986,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1986.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1986_id12722_electrons.h5,False,2023-10-11T20:24:41.317621+00:00,2023-10-11T20:33:42.932342+00:00,541.614721
Aviram FT 1,2023.10.11,1987,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1987.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1987_id12723_electrons.h5,False,2023-10-11T20:29:19.703026+00:00,2023-10-11T20:39:21.196840+00:00,601.493814
Aviram FT 1,2023.10.11,1988,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1988.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1988_id12724_electrons.h5,False,2023-10-11T20:34:59.078574+00:00,2023-10-11T20:45:12.098073+00:00,613.019499
Aviram FT 1,2023.10.11,1989,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1989.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1989_id12725_electrons.h5,False,2023-10-11T20:41:56.635903+00:00,2023-10-11T20:52:48.233815+00:00,651.597912
Aviram FT 1,2023.10.11,1990,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1990.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1990_id12726_electrons.h5,False,2023-10-11T20:49:19.063795+00:00,2023-10-11T21:07:33.518371+00:00,1094.454576
Aviram FT 1,2023.10.11,1991,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1991.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1991_id12727_electrons.h5,False,2023-10-11T20:58:46.472524+00:00,2023-10-11T21:07:53.007402+00:00,546.534878
Aviram FT 1,2023.10.11,1992,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1992.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1992_id12728_electrons.h5,False,2023-10-11T21:02:20.222279+00:00,2023-10-11T21:17:50.113480+00:00,929.891201
Aviram FT 1,2023.10.11,1993,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1993.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1993_id12729_electrons.h5,False,2023-10-11T21:08:07.912180+00:00,2023-10-11T21:27:43.041676+00:00,1175.129496
Aviram FT 1,2023.10.11,1994,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1994.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1994_id12730_electrons.h5,False,2023-10-11T21:13:20.009619+00:00,2023-10-11T21:28:50.590745+00:00,930.581126
Aviram FT 1,2023.10.11,1995,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1995.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1995_id12731_electrons.h5,False,2023-10-11T21:24:43.783712+00:00,2023-10-11T21:35:02.660403+00:00,618.876691
Aviram FT 1,2023.10.11,1996,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1996.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1996_id12732_electrons.h5,False,2023-10-11T21:30:50.976279+00:00,2023-10-11T21:40:02.322071+00:00,551.345792
Aviram FT 1,2023.10.11,1997,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1997.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1997_id12733_electrons.h5,False,2023-10-11T21:36:27.041213+00:00,2023-10-11T21:45:04.401906+00:00,517.360693
Aviram FT 1,2023.10.11,1998,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1998.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1998_id12734_electrons.h5,False,2023-10-11T21:40:22.542823+00:00,2023-10-11T21:49:46.380521+00:00,563.837698
Aviram FT 1,2023.10.11,1999,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan1999.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan1999_id12735_electrons.h5,False,2023-10-11T21:45:07.506786+00:00,2023-10-11T21:56:09.419133+00:00,661.912347
Aviram FT 1,2023.10.11,2000,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan2000.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan2000_id12736_electrons.h5,False,2023-10-11T21:53:08.737319+00:00,2023-10-11T22:01:47.877245+00:00,519.139926
Aviram FT 1,2023.10.11,2001,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan2001.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan2001_id12737_electrons.h5,False,2023-10-11T21:57:17.007314+00:00,2023-10-11T22:08:17.126561+00:00,660.119247
Aviram FT 1,2023.10.11,2002,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan2002.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan2002_id12738_electrons.h5,False,2023-10-11T22:01:45.271759+00:00,2023-10-11T22:11:13.348635+00:00,568.076876
Aviram FT 1,2023.10.11,2003,/global/cfs/cdirs/ncemhub/distiller/dm4/2023.10.11/scan2003.dm4,/global/cfs/cdirs/ncemhub/distiller/counted/2023.10.11/data_scan2003_id12739_electrons.h5,False,2023-10-11T22:08:31.047294+00:00,2023-10-11T22:17:03.197706+00:00,512.150412
